locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
HI1162,,1,365,NE,Nonessential
HI1163,,1,365,NE,Nonessential
HI1164,ompA,1,365,NE,Nonessential
HI1165,,1,365,NE,Nonessential
HI1166,hisH,1,365,NE,Nonessential
HI1167,serC,1,365,NE,Nonessential
HI1168,,1,365,NE,Nonessential
HI1169,,1,365,E,Essential
HI1172,metX,1,365,NE,Nonessential
HI1173,sprT,1,365,E,Essential
HI1176,,1,365,E,Essential
HI1177,artM,1,365,NE,Nonessential
HI1178,artQ,1,365,NE,Nonessential
HI1179,artI,1,365,E,Essential
HI1180,artP,1,365,E,Essential
HI1184,dppF,1,365,E,Essential
HI1185,dppD,1,365,E,Essential
HI1186,dppC,1,365,NE,Nonessential
HI1189,,1,365,E,Essential
HI1190,,1,365,NE,Nonessential
HI1193,ilvE,1,365,NE,Nonessential
HI1194,,1,365,E,Essential
HI1195,,1,365,NE,Nonessential
HI1200,cysB,1,365,NE,Nonessential
HI1202,,1,365,E,Essential
HI1203,pta,1,365,NE,Nonessential
HI1204,ackA,1,365,NE,Nonessential
HI1205,,1,365,E,Essential
HI1207,purF,1,365,NE,Nonessential
HI1208,,1,365,NE,Nonessential
HI1217,,1,365,NE,Nonessential
HI1219,cmk,1,365,E,Essential
HI1220,rpsA,1,365,E,Essential
HI1222,,1,365,E,Essential
HI1223,,1,365,E,Essential
HI1224,pyrF,1,365,NE,Nonessential
HI1225,,1,365,NE,Nonessential
HI1227,uraA,1,365,NE,Nonessential
HI1228,upp,1,365,NE,Nonessential
HI1233,aceE,1,365,NE,Nonessential
HI1234,mgsA,1,365,E,Essential
HI1237,dnaK,1,365,NE,Nonessential
HI1238,dnaJ,1,365,NE,Nonessential
HI1240,,1,365,NE,Nonessential
HI1241,,1,365,NE,Nonessential
HI1242,bcr,1,365,E,Essential
HI1243,rsuA,1,365,E,Essential
HI1244,,1,365,E,Essential
HI1245,,1,365,E,Essential
HI1247,uvrB,1,365,E,Essential
HI1248,,1,365,E,Essential
HI1249,,1,365,E,Essential
HI1251,vapA,1,365,NE,Nonessential
HI1252,,1,365,NE,Nonessential
HI1253,,1,365,NE,Nonessential
HI1254,,1,365,NE,Nonessential
HI1256,,1,365,E,Essential
HI1257,,1,365,NE,Nonessential
HI1258,mfd,1,365,E,Essential
HI1259,,1,365,NE,Nonessential
HI1260,accD,1,365,E,Essential
HI1273,,1,365,NE,Nonessential
HI1274,,1,365,NE,Nonessential
HI1276,metG,1,365,E,Essential
HI1278,,1,365,E,Essential
HI1279,neuA,1,365,NE,Nonessential
HI1282,,1,365,E,Essential
HI1284,infB,1,365,NE,Nonessential
HI1287,hsdM,1,365,E,Essential
HI1288,rbfA,1,365,NE,Nonessential
HI1289,truB,1,365,E,Essential
HI1294,,1,365,NE,Nonessential
HI1295,,1,365,E,Essential
HI1296,,1,365,NE,Nonessential
HI1297,,1,365,NE,Nonessential
HI1299,,1,365,NE,Nonessential
HI1300,,1,365,E,Essential
HI1302,asnC,1,365,NE,Nonessential
HI1305,thiL,1,365,NE,Nonessential
HI1306,pgpA,1,365,E,Essential
HI1308,dapB,1,365,E,Essential
HI1314,nlpC,1,365,E,Essential
HI1317,,1,365,E,Essential
HI1319,,1,365,E,Essential
HI1321,recB,1,365,E,Essential
HI1322,recD,1,365,NE,Nonessential
HI1326,,1,365,NE,Nonessential
HI1329,,1,365,E,Essential
HI1330,dacB,1,365,E,Essential
HI1331,greA,1,365,NE,Nonessential
HI1333,yhbY,1,365,NE,Nonessential
HI1334,rrmJ,1,365,E,Essential
HI1335,ftsH,1,365,NE,Nonessential
HI1337,glmM,1,365,NE,Nonessential
HI1338,,1,365,NE,Nonessential
HI1339,,1,365,NE,Nonessential
HI1340,,1,365,E,Essential
HI1342,,1,365,E,Essential
HI1344,potD,1,365,NE,Nonessential
HI1345,potC,1,365,NE,Nonessential
HI1346,potB,1,365,NE,Nonessential
HI1347,potA,1,365,NE,Nonessential
HI1349,,1,365,E,Essential
HI1350,cdd,1,365,E,Essential
HI1352,putP,1,365,NE,Nonessential
HI1354,glnS,1,365,E,Essential
HI1355,,1,365,NE,Nonessential
HI1361,,1,365,NE,Nonessential
HI1362,pntA,1,365,NE,Nonessential
HI1363,pntB,1,365,NE,Nonessential
HI1364,,1,365,E,Essential
HI1366,acpD,1,365,E,Essential
HI1367,thrS,1,365,E,Essential
HI1368,,1,365,E,Essential
HI1369,,1,365,NE,Nonessential
HI1371,,1,365,E,Essential
HI1373,kicA,1,365,E,Essential
HI1374,mukB,1,365,E,Essential
HI1375,,1,365,E,Essential
HI1376,,1,365,NE,Nonessential
HI1378,phoR,1,365,NE,Nonessential
HI1379,phoB,1,365,NE,Nonessential
HI1386,,1,365,E,Essential
HI1388,trpG,1,365,E,Essential
HI1389,trpD,1,365,E,Essential
HI1392,hindIIIM,1,365,NE,Nonessential
HI1393,hindIIIR,1,365,NE,Nonessential
HI1394,,1,365,E,Essential
HI1398,fumC,1,365,E,Essential
HI1399,,1,365,E,Essential
HI1400,,1,365,E,Essential
HI1403,yhxB,1,365,E,Essential
HI1405,,1,365,NE,Nonessential
HI1406,,1,365,NE,Nonessential
HI1411,,1,365,NE,Nonessential
HI1413,,1,365,E,Essential
HI1414,,1,365,E,Essential
HI1415,,1,365,E,Essential
HI1418,,1,365,E,Essential
HI1422,,1,365,E,Essential
HI1425,fnr,1,365,NE,Nonessential
HI1426,,1,365,NE,Nonessential
HI1427,,1,365,E,Essential
HI1428,purN,1,365,E,Essential
HI1435,,1,365,NE,Nonessential
HI1436,,1,365,E,Essential
HI1439,dxs,1,365,E,Essential
HI1441,sspA,1,365,NE,Nonessential
HI1442,rpsI,1,365,E,Essential
HI1443,rplM,1,365,E,Essential
HI1449,moeB,1,365,E,Essential
HI1453,purL,1,365,E,Essential
HI1457,,1,365,E,Essential
HI1459,,1,365,E,Essential
HI1462,,1,365,E,Essential
HI1463,glmM,1,365,E,Essential
HI1468,rpsO,1,365,E,Essential
HI1469,,1,365,E,Essential
HI1470,,1,365,E,Essential
HI1471,,1,365,E,Essential
HI1475,,1,365,NE,Nonessential
HI1476,,1,365,E,Essential
HI1478,muA,1,365,E,Essential
HI1481,muB,1,365,NE,Nonessential
HI1484,,1,365,NE,Nonessential
HI1486,,1,365,NE,Nonessential
HI1487,,1,365,E,Essential
HI1493,,1,365,NE,Nonessential
HI1494,,1,365,E,Essential
HI1501,,1,365,NE,Nonessential
HI1502,,1,365,NE,Nonessential
HI1505,,1,365,E,Essential
HI1511,,1,365,E,Essential
HI1521,,1,365,E,Essential
HI1525,,1,365,NE,Nonessential
HI1526,rfaE,1,365,NE,Nonessential
HI1527,htrB,1,365,NE,Nonessential
HI1528,parE,1,365,E,Essential
HI1529,parC,1,365,NE,Nonessential
HI1530,gltS,1,365,NE,Nonessential
HI1532,grxA,1,365,NE,Nonessential
HI1533,fabB,1,365,NE,Nonessential
HI1535,,1,365,E,Essential
HI1537,licA,1,365,NE,Nonessential
HI1538,licB,1,365,NE,Nonessential
HI1539,licC,1,365,NE,Nonessential
HI1540,licD,1,365,NE,Nonessential
HI1543,,1,365,NE,Nonessential
HI1544,,1,365,NE,Nonessential
HI1545,,1,365,NE,Nonessential
HI1549,,1,365,E,Essential
HI1551,,1,365,NE,Nonessential
HI1552,,1,365,E,Essential
HI1555,,1,365,E,Essential
HI1556,,1,365,E,Essential
HI1560,,1,365,NE,Nonessential
HI1561,prfA,1,365,E,Essential
HI1563,,1,365,NE,Nonessential
HI1568,,1,365,E,Essential
HI1572,,1,365,NE,Nonessential
HI1574,dnaB,1,365,E,Essential
HI1575,alr,1,365,E,Essential
HI1577,,1,365,NE,Nonessential
HI1578,,1,365,NE,Nonessential
HI1581,,1,365,NE,Nonessential
HI1582,,1,365,NE,Nonessential
HI1585,ilvI,1,365,NE,Nonessential
HI1586,,1,365,NE,Nonessential
HI1587,hns,1,365,NE,Nonessential
HI1598,,1,365,NE,Nonessential
HI1599,,1,365,NE,Nonessential
HI1600,,1,365,NE,Nonessential
HI1602,,1,365,NE,Nonessential
HI1603,,1,365,E,Essential
HI1604,,1,365,E,Essential
HI1605,,1,365,E,Essential
HI1606,cca,1,365,E,Essential
HI1607,lolB,1,365,E,Essential
HI1608,ipk,1,365,E,Essential
HI1609,prsA,1,365,E,Essential
HI1610,tyrS,1,365,E,Essential
HI1612,,1,365,E,Essential
HI1613,ribE,1,365,E,Essential
HI1616,purK,1,365,E,Essential
HI1617,aspC,1,365,E,Essential
HI1618,,1,365,E,Essential
HI1619,,1,365,E,Essential
HI1620,,1,365,E,Essential
HI1623,merR2,1,365,NE,Nonessential
HI1624,,1,365,NE,Nonessential
HI1625,,1,365,NE,Nonessential
HI1627,,1,365,E,Essential
HI1628,,1,365,E,Essential
HI1629,,1,365,E,Essential
HI1630,rpL25,1,365,E,Essential
HI1631,,1,365,E,Essential
HI1633,purA,1,365,NE,Nonessential
HI1634,dapD,1,365,E,Essential
HI1635,purR,1,365,E,Essential
HI1636,ppc,1,365,E,Essential
HI1639,sapB,1,365,NE,Nonessential
HI1640,sapC,1,365,NE,Nonessential
HI1641,sapD,1,365,NE,Nonessential
HI1643,,1,365,E,Essential
HI1647,,1,365,NE,Nonessential
HI1648,,1,365,NE,Nonessential
HI1649,dld,1,365,NE,Nonessential
HI1651,,1,365,E,Essential
HI1654,,1,365,E,Essential
HI1660,nrdB,1,365,E,Essential
HI1664,,1,365,E,Essential
HI1665,,1,365,NE,Nonessential
HI1666,,1,365,NE,Nonessential
HI1667,,1,365,NE,Nonessential
HI1668,prc,1,365,NE,Nonessential
HI1671,,1,365,NE,Nonessential
HI1672,,1,365,NE,Nonessential
HI1675,moaC,1,365,NE,Nonessential
HI1676,moaA,1,365,NE,Nonessential
HI1677,,1,365,NE,Nonessential
HI1681,,1,365,NE,Nonessential
HI1682,sohB,1,365,E,Essential
HI1688,,1,365,E,Essential
HI1689,nth,1,365,E,Essential
HI1690,,1,365,E,Essential
HI1691,modC,1,365,E,Essential
HI1695,,1,365,E,Essential
HI1697,,1,365,E,Essential
HI1698,,1,365,E,Essential
HI1700,,1,365,E,Essential
HI1701,,1,365,E,Essential
HI1702,metE,1,365,NE,Nonessential
HI1703,,1,365,E,Essential
HI1704,,1,365,E,Essential
HI1705,pepA,1,365,E,Essential
HI1707,ygiY,1,365,NE,Nonessential
HI1708,ygiX,1,365,E,Essential
HI1711,crr,1,365,NE,Nonessential
HI1712,ptsI,1,365,NE,Nonessential
HI1715,,1,365,E,Essential
HI1716,,1,365,NE,Nonessential
HI1718,,1,365,E,Essential
HI1721,,1,365,E,Essential
HI1722,map,1,365,E,Essential
HI1723,,1,365,NE,Nonessential
HI1724,,1,365,NE,Nonessential
HI1725,ponB,1,365,E,Essential
HI1726,hemH,1,365,E,Essential
HI1727,argG,1,365,NE,Nonessential
HI1731,,1,365,E,Essential
HI1733,rnb,1,365,E,Essential
HI1734,fabI,1,365,E,Essential
HI1735,prfC,1,365,E,Essential
HI1736,,1,365,NE,Nonessential
HI1737,,1,365,E,Essential
HI1738,,1,365,E,Essential
HI1739,metR,1,365,NE,Nonessential
HI1739.1,lldD,1,365,NE,Nonessential
HI1740,recG,1,365,NE,Nonessential
HI1742,rpoZ,1,365,E,Essential
HI1743,gmk,1,365,E,Essential
